PixelNo,Wavelength,CCD_1,CCD_2,CCD_3,Calib_1,Calib_2,Calib_3,DarkSub_1,DarkSub_2,DarkSub_3,%T/R_1,%T/R_2,%T/R_3,Ref,Dark,Absorb_1,Absorb_2,Absorb_3,AbsIrrad_1,AbsIrrad_2,AbsIrrad_3
719,9.88E+02,5.84E+02,0.00E+00,0.00E+00,5.84E+02,0.00E+00,0.00E+00,5.84E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.40E+00,0.00E+00,0.00E+00
720,9.87E+02,6.27E+02,0.00E+00,0.00E+00,6.27E+02,0.00E+00,0.00E+00,6.27E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.78E+00,0.00E+00,0.00E+00
721,9.87E+02,6.30E+02,0.00E+00,0.00E+00,6.30E+02,0.00E+00,0.00E+00,6.30E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.68E+00,0.00E+00,0.00E+00
722,9.87E+02,6.00E+02,0.00E+00,0.00E+00,6.00E+02,0.00E+00,0.00E+00,6.00E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.47E+00,0.00E+00,0.00E+00
723,9.87E+02,6.01E+02,0.00E+00,0.00E+00,6.01E+02,0.00E+00,0.00E+00,6.01E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.35E+00,0.00E+00,0.00E+00
724,9.86E+02,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.70E+00,0.00E+00,0.00E+00
725,9.86E+02,6.67E+02,0.00E+00,0.00E+00,6.67E+02,0.00E+00,0.00E+00,6.67E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.87E+00,0.00E+00,0.00E+00
726,9.86E+02,6.60E+02,0.00E+00,0.00E+00,6.60E+02,0.00E+00,0.00E+00,6.60E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.81E+00,0.00E+00,0.00E+00
727,9.86E+02,6.12E+02,0.00E+00,0.00E+00,6.12E+02,0.00E+00,0.00E+00,6.12E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.45E+00,0.00E+00,0.00E+00
728,9.85E+02,6.66E+02,0.00E+00,0.00E+00,6.66E+02,0.00E+00,0.00E+00,6.66E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.78E+00,0.00E+00,0.00E+00
729,9.85E+02,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.67E+00,0.00E+00,0.00E+00
730,9.85E+02,5.99E+02,0.00E+00,0.00E+00,5.99E+02,0.00E+00,0.00E+00,5.99E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.26E+00,0.00E+00,0.00E+00
731,9.85E+02,6.43E+02,0.00E+00,0.00E+00,6.43E+02,0.00E+00,0.00E+00,6.43E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.61E+00,0.00E+00,0.00E+00
732,9.84E+02,6.49E+02,0.00E+00,0.00E+00,6.49E+02,0.00E+00,0.00E+00,6.49E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.57E+00,0.00E+00,0.00E+00
733,9.84E+02,6.08E+02,0.00E+00,0.00E+00,6.08E+02,0.00E+00,0.00E+00,6.08E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.30E+00,0.00E+00,0.00E+00
734,9.84E+02,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.20E+00,0.00E+00,0.00E+00
735,9.84E+02,6.68E+02,0.00E+00,0.00E+00,6.68E+02,0.00E+00,0.00E+00,6.68E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.69E+00,0.00E+00,0.00E+00
736,9.83E+02,6.33E+02,0.00E+00,0.00E+00,6.33E+02,0.00E+00,0.00E+00,6.33E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.40E+00,0.00E+00,0.00E+00
737,9.83E+02,6.01E+02,0.00E+00,0.00E+00,6.01E+02,0.00E+00,0.00E+00,6.01E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.18E+00,0.00E+00,0.00E+00
738,9.83E+02,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.15E+00,0.00E+00,0.00E+00
739,9.83E+02,6.51E+02,0.00E+00,0.00E+00,6.51E+02,0.00E+00,0.00E+00,6.51E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.61E+00,0.00E+00,0.00E+00
740,9.82E+02,6.58E+02,0.00E+00,0.00E+00,6.58E+02,0.00E+00,0.00E+00,6.58E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.48E+00,0.00E+00,0.00E+00
741,9.82E+02,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.52E+00,0.00E+00,0.00E+00
742,9.82E+02,6.04E+02,0.00E+00,0.00E+00,6.04E+02,0.00E+00,0.00E+00,6.04E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.12E+00,0.00E+00,0.00E+00
743,9.82E+02,6.63E+02,0.00E+00,0.00E+00,6.63E+02,0.00E+00,0.00E+00,6.63E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.44E+00,0.00E+00,0.00E+00
744,9.81E+02,6.55E+02,0.00E+00,0.00E+00,6.55E+02,0.00E+00,0.00E+00,6.55E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.46E+00,0.00E+00,0.00E+00
745,9.81E+02,6.79E+02,0.00E+00,0.00E+00,6.79E+02,0.00E+00,0.00E+00,6.79E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.62E+00,0.00E+00,0.00E+00
746,9.81E+02,7.35E+02,0.00E+00,0.00E+00,7.35E+02,0.00E+00,0.00E+00,7.35E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.93E+00,0.00E+00,0.00E+00
747,9.81E+02,6.61E+02,0.00E+00,0.00E+00,6.61E+02,0.00E+00,0.00E+00,6.61E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.45E+00,0.00E+00,0.00E+00
748,9.80E+02,6.60E+02,0.00E+00,0.00E+00,6.60E+02,0.00E+00,0.00E+00,6.60E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.35E+00,0.00E+00,0.00E+00
749,9.80E+02,6.44E+02,0.00E+00,0.00E+00,6.44E+02,0.00E+00,0.00E+00,6.44E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.27E+00,0.00E+00,0.00E+00
750,9.80E+02,6.41E+02,0.00E+00,0.00E+00,6.41E+02,0.00E+00,0.00E+00,6.41E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.24E+00,0.00E+00,0.00E+00
751,9.80E+02,7.38E+02,0.00E+00,0.00E+00,7.38E+02,0.00E+00,0.00E+00,7.38E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.90E+00,0.00E+00,0.00E+00
752,9.79E+02,6.61E+02,0.00E+00,0.00E+00,6.61E+02,0.00E+00,0.00E+00,6.61E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.34E+00,0.00E+00,0.00E+00
753,9.79E+02,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.25E+00,0.00E+00,0.00E+00
754,9.79E+02,6.09E+02,0.00E+00,0.00E+00,6.09E+02,0.00E+00,0.00E+00,6.09E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.02E+00,0.00E+00,0.00E+00
755,9.79E+02,6.49E+02,0.00E+00,0.00E+00,6.49E+02,0.00E+00,0.00E+00,6.49E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.20E+00,0.00E+00,0.00E+00
756,9.78E+02,6.07E+02,0.00E+00,0.00E+00,6.07E+02,0.00E+00,0.00E+00,6.07E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.92E+00,0.00E+00,0.00E+00
757,9.78E+02,6.26E+02,0.00E+00,0.00E+00,6.26E+02,0.00E+00,0.00E+00,6.26E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.07E+00,0.00E+00,0.00E+00
758,9.78E+02,6.73E+02,0.00E+00,0.00E+00,6.73E+02,0.00E+00,0.00E+00,6.73E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.34E+00,0.00E+00,0.00E+00
759,9.78E+02,6.55E+02,0.00E+00,0.00E+00,6.55E+02,0.00E+00,0.00E+00,6.55E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.26E+00,0.00E+00,0.00E+00
760,9.77E+02,6.20E+02,0.00E+00,0.00E+00,6.20E+02,0.00E+00,0.00E+00,6.20E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.01E+00,0.00E+00,0.00E+00
761,9.77E+02,6.41E+02,0.00E+00,0.00E+00,6.41E+02,0.00E+00,0.00E+00,6.41E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.12E+00,0.00E+00,0.00E+00
762,9.77E+02,6.72E+02,0.00E+00,0.00E+00,6.72E+02,0.00E+00,0.00E+00,6.72E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.26E+00,0.00E+00,0.00E+00
763,9.77E+02,6.39E+02,0.00E+00,0.00E+00,6.39E+02,0.00E+00,0.00E+00,6.39E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.04E+00,0.00E+00,0.00E+00
764,9.76E+02,6.71E+02,0.00E+00,0.00E+00,6.71E+02,0.00E+00,0.00E+00,6.71E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.27E+00,0.00E+00,0.00E+00
765,9.76E+02,6.64E+02,0.00E+00,0.00E+00,6.64E+02,0.00E+00,0.00E+00,6.64E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.17E+00,0.00E+00,0.00E+00
766,9.76E+02,6.74E+02,0.00E+00,0.00E+00,6.74E+02,0.00E+00,0.00E+00,6.74E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.23E+00,0.00E+00,0.00E+00
767,9.75E+02,6.57E+02,0.00E+00,0.00E+00,6.57E+02,0.00E+00,0.00E+00,6.57E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.18E+00,0.00E+00,0.00E+00
768,9.75E+02,6.39E+02,0.00E+00,0.00E+00,6.39E+02,0.00E+00,0.00E+00,6.39E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.96E+00,0.00E+00,0.00E+00
769,9.75E+02,6.47E+02,0.00E+00,0.00E+00,6.47E+02,0.00E+00,0.00E+00,6.47E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.06E+00,0.00E+00,0.00E+00
770,9.75E+02,6.32E+02,0.00E+00,0.00E+00,6.32E+02,0.00E+00,0.00E+00,6.32E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.86E+00,0.00E+00,0.00E+00
771,9.74E+02,6.46E+02,0.00E+00,0.00E+00,6.46E+02,0.00E+00,0.00E+00,6.46E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.99E+00,0.00E+00,0.00E+00
772,9.74E+02,6.47E+02,0.00E+00,0.00E+00,6.47E+02,0.00E+00,0.00E+00,6.47E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.03E+00,0.00E+00,0.00E+00
773,9.74E+02,5.79E+02,0.00E+00,0.00E+00,5.79E+02,0.00E+00,0.00E+00,5.79E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.57E+00,0.00E+00,0.00E+00
774,9.74E+02,6.59E+02,0.00E+00,0.00E+00,6.59E+02,0.00E+00,0.00E+00,6.59E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.03E+00,0.00E+00,0.00E+00
775,9.73E+02,6.68E+02,0.00E+00,0.00E+00,6.68E+02,0.00E+00,0.00E+00,6.68E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.99E+00,0.00E+00,0.00E+00
776,9.73E+02,6.24E+02,0.00E+00,0.00E+00,6.24E+02,0.00E+00,0.00E+00,6.24E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.78E+00,0.00E+00,0.00E+00
777,9.73E+02,5.89E+02,0.00E+00,0.00E+00,5.89E+02,0.00E+00,0.00E+00,5.89E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.60E+00,0.00E+00,0.00E+00
778,9.73E+02,6.56E+02,0.00E+00,0.00E+00,6.56E+02,0.00E+00,0.00E+00,6.56E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.98E+00,0.00E+00,0.00E+00
779,9.72E+02,8.43E+02,0.00E+00,0.00E+00,8.43E+02,0.00E+00,0.00E+00,8.43E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.07E+00,0.00E+00,0.00E+00
780,9.72E+02,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.69E+00,0.00E+00,0.00E+00
781,9.72E+02,6.24E+02,0.00E+00,0.00E+00,6.24E+02,0.00E+00,0.00E+00,6.24E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.75E+00,0.00E+00,0.00E+00
782,9.72E+02,6.64E+02,0.00E+00,0.00E+00,6.64E+02,0.00E+00,0.00E+00,6.64E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.86E+00,0.00E+00,0.00E+00
783,9.71E+02,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.87E+00,0.00E+00,0.00E+00
784,9.71E+02,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.75E+00,0.00E+00,0.00E+00
785,9.71E+02,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.78E+00,0.00E+00,0.00E+00
786,9.71E+02,6.49E+02,0.00E+00,0.00E+00,6.49E+02,0.00E+00,0.00E+00,6.49E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.83E+00,0.00E+00,0.00E+00
787,9.70E+02,6.44E+02,0.00E+00,0.00E+00,6.44E+02,0.00E+00,0.00E+00,6.44E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.77E+00,0.00E+00,0.00E+00
788,9.70E+02,6.27E+02,0.00E+00,0.00E+00,6.27E+02,0.00E+00,0.00E+00,6.27E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.68E+00,0.00E+00,0.00E+00
789,9.70E+02,5.76E+02,0.00E+00,0.00E+00,5.76E+02,0.00E+00,0.00E+00,5.76E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.30E+00,0.00E+00,0.00E+00
790,9.70E+02,6.12E+02,0.00E+00,0.00E+00,6.12E+02,0.00E+00,0.00E+00,6.12E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.55E+00,0.00E+00,0.00E+00
791,9.69E+02,7.24E+02,0.00E+00,0.00E+00,7.24E+02,0.00E+00,0.00E+00,7.24E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.21E+00,0.00E+00,0.00E+00
792,9.69E+02,6.69E+02,0.00E+00,0.00E+00,6.69E+02,0.00E+00,0.00E+00,6.69E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.90E+00,0.00E+00,0.00E+00
793,9.69E+02,6.25E+02,0.00E+00,0.00E+00,6.25E+02,0.00E+00,0.00E+00,6.25E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.64E+00,0.00E+00,0.00E+00
794,9.69E+02,6.02E+02,0.00E+00,0.00E+00,6.02E+02,0.00E+00,0.00E+00,6.02E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E+00,0.00E+00,0.00E+00
795,9.68E+02,5.70E+02,0.00E+00,0.00E+00,5.70E+02,0.00E+00,0.00E+00,5.70E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.25E+00,0.00E+00,0.00E+00
796,9.68E+02,6.11E+02,0.00E+00,0.00E+00,6.11E+02,0.00E+00,0.00E+00,6.11E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.48E+00,0.00E+00,0.00E+00
797,9.68E+02,6.74E+02,0.00E+00,0.00E+00,6.74E+02,0.00E+00,0.00E+00,6.74E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.88E+00,0.00E+00,0.00E+00
798,9.68E+02,6.60E+02,0.00E+00,0.00E+00,6.60E+02,0.00E+00,0.00E+00,6.60E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.77E+00,0.00E+00,0.00E+00
799,9.67E+02,7.15E+02,0.00E+00,0.00E+00,7.15E+02,0.00E+00,0.00E+00,7.15E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.06E+00,0.00E+00,0.00E+00
800,9.67E+02,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.63E+00,0.00E+00,0.00E+00
801,9.67E+02,6.62E+02,0.00E+00,0.00E+00,6.62E+02,0.00E+00,0.00E+00,6.62E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.75E+00,0.00E+00,0.00E+00
802,9.67E+02,6.85E+02,0.00E+00,0.00E+00,6.85E+02,0.00E+00,0.00E+00,6.85E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.86E+00,0.00E+00,0.00E+00
803,9.66E+02,6.69E+02,0.00E+00,0.00E+00,6.69E+02,0.00E+00,0.00E+00,6.69E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.76E+00,0.00E+00,0.00E+00
804,9.66E+02,6.05E+02,0.00E+00,0.00E+00,6.05E+02,0.00E+00,0.00E+00,6.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E+00,0.00E+00,0.00E+00
805,9.66E+02,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.55E+00,0.00E+00,0.00E+00
806,9.66E+02,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.51E+00,0.00E+00,0.00E+00
807,9.65E+02,6.09E+02,0.00E+00,0.00E+00,6.09E+02,0.00E+00,0.00E+00,6.09E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.37E+00,0.00E+00,0.00E+00
808,9.65E+02,6.31E+02,0.00E+00,0.00E+00,6.31E+02,0.00E+00,0.00E+00,6.31E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.49E+00,0.00E+00,0.00E+00
809,9.65E+02,6.58E+02,0.00E+00,0.00E+00,6.58E+02,0.00E+00,0.00E+00,6.58E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.65E+00,0.00E+00,0.00E+00
810,9.65E+02,6.67E+02,0.00E+00,0.00E+00,6.67E+02,0.00E+00,0.00E+00,6.67E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.75E+00,0.00E+00,0.00E+00
