PixelNo,Wavelength,CCD_1,CCD_2,CCD_3,Calib_1,Calib_2,Calib_3,DarkSub_1,DarkSub_2,DarkSub_3,%T/R_1,%T/R_2,%T/R_3,Ref,Dark,Absorb_1,Absorb_2,Absorb_3,AbsIrrad_1,AbsIrrad_2,AbsIrrad_3
1869,6.93E+02,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.76E-01,0.00E+00,0.00E+00
1870,6.93E+02,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.78E-01,0.00E+00,0.00E+00
1871,6.93E+02,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.59E-01,0.00E+00,0.00E+00
1872,6.92E+02,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.46E-01,0.00E+00,0.00E+00
1873,6.92E+02,1.92E+03,0.00E+00,0.00E+00,1.92E+03,0.00E+00,0.00E+00,1.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.23E-01,0.00E+00,0.00E+00
1874,6.92E+02,2.09E+03,0.00E+00,0.00E+00,2.09E+03,0.00E+00,0.00E+00,2.09E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.68E-01,0.00E+00,0.00E+00
1875,6.92E+02,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.63E-01,0.00E+00,0.00E+00
1876,6.91E+02,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.73E-01,0.00E+00,0.00E+00
1877,6.91E+02,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.59E-01,0.00E+00,0.00E+00
1878,6.91E+02,2.14E+03,0.00E+00,0.00E+00,2.14E+03,0.00E+00,0.00E+00,2.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.78E-01,0.00E+00,0.00E+00
1879,6.91E+02,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.22E-01,0.00E+00,0.00E+00
1880,6.90E+02,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.45E-01,0.00E+00,0.00E+00
1881,6.90E+02,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-01,0.00E+00,0.00E+00
1882,6.90E+02,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.39E-01,0.00E+00,0.00E+00
1883,6.89E+02,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.45E-01,0.00E+00,0.00E+00
1884,6.89E+02,2.06E+03,0.00E+00,0.00E+00,2.06E+03,0.00E+00,0.00E+00,2.06E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.51E-01,0.00E+00,0.00E+00
1885,6.89E+02,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.63E-01,0.00E+00,0.00E+00
1886,6.89E+02,1.97E+03,0.00E+00,0.00E+00,1.97E+03,0.00E+00,0.00E+00,1.97E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.21E-01,0.00E+00,0.00E+00
1887,6.88E+02,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.62E-01,0.00E+00,0.00E+00
1888,6.88E+02,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.54E-01,0.00E+00,0.00E+00
1889,6.88E+02,2.14E+03,0.00E+00,0.00E+00,2.14E+03,0.00E+00,0.00E+00,2.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.67E-01,0.00E+00,0.00E+00
1890,6.88E+02,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.55E-01,0.00E+00,0.00E+00
1891,6.87E+02,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.40E-01,0.00E+00,0.00E+00
1892,6.87E+02,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.50E-01,0.00E+00,0.00E+00
1893,6.87E+02,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.43E-01,0.00E+00,0.00E+00
1894,6.87E+02,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-01,0.00E+00,0.00E+00
1895,6.86E+02,2.04E+03,0.00E+00,0.00E+00,2.04E+03,0.00E+00,0.00E+00,2.04E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.29E-01,0.00E+00,0.00E+00
1896,6.86E+02,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.31E-01,0.00E+00,0.00E+00
1897,6.86E+02,1.84E+03,0.00E+00,0.00E+00,1.84E+03,0.00E+00,0.00E+00,1.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.76E-01,0.00E+00,0.00E+00
1898,6.86E+02,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.02E-01,0.00E+00,0.00E+00
1899,6.85E+02,2.14E+03,0.00E+00,0.00E+00,2.14E+03,0.00E+00,0.00E+00,2.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.50E-01,0.00E+00,0.00E+00
1900,6.85E+02,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.36E-01,0.00E+00,0.00E+00
1901,6.85E+02,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.44E-01,0.00E+00,0.00E+00
1902,6.85E+02,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.28E-01,0.00E+00,0.00E+00
1903,6.84E+02,2.15E+03,0.00E+00,0.00E+00,2.15E+03,0.00E+00,0.00E+00,2.15E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.48E-01,0.00E+00,0.00E+00
1904,6.84E+02,1.98E+03,0.00E+00,0.00E+00,1.98E+03,0.00E+00,0.00E+00,1.98E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.02E-01,0.00E+00,0.00E+00
1905,6.84E+02,2.09E+03,0.00E+00,0.00E+00,2.09E+03,0.00E+00,0.00E+00,2.09E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.32E-01,0.00E+00,0.00E+00
1906,6.84E+02,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.10E-01,0.00E+00,0.00E+00
1907,6.83E+02,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,2.10E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.30E-01,0.00E+00,0.00E+00
1908,6.83E+02,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.14E-01,0.00E+00,0.00E+00
1909,6.83E+02,2.06E+03,0.00E+00,0.00E+00,2.06E+03,0.00E+00,0.00E+00,2.06E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.18E-01,0.00E+00,0.00E+00
1910,6.82E+02,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.19E-01,0.00E+00,0.00E+00
1911,6.82E+02,2.16E+03,0.00E+00,0.00E+00,2.16E+03,0.00E+00,0.00E+00,2.16E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.41E-01,0.00E+00,0.00E+00
1912,6.82E+02,1.94E+03,0.00E+00,0.00E+00,1.94E+03,0.00E+00,0.00E+00,1.94E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.85E-01,0.00E+00,0.00E+00
1913,6.82E+02,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.97E-01,0.00E+00,0.00E+00
1914,6.81E+02,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.28E-01,0.00E+00,0.00E+00
1915,6.81E+02,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,2.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.17E-01,0.00E+00,0.00E+00
1916,6.81E+02,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.93E-01,0.00E+00,0.00E+00
1917,6.81E+02,1.92E+03,0.00E+00,0.00E+00,1.92E+03,0.00E+00,0.00E+00,1.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.75E-01,0.00E+00,0.00E+00
1918,6.80E+02,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.05E-01,0.00E+00,0.00E+00
1919,6.80E+02,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,2.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.22E-01,0.00E+00,0.00E+00
1920,6.80E+02,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.97E-01,0.00E+00,0.00E+00
1921,6.80E+02,2.06E+03,0.00E+00,0.00E+00,2.06E+03,0.00E+00,0.00E+00,2.06E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.05E-01,0.00E+00,0.00E+00
1922,6.79E+02,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.96E-01,0.00E+00,0.00E+00
1923,6.79E+02,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.14E-01,0.00E+00,0.00E+00
1924,6.79E+02,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.97E-01,0.00E+00,0.00E+00
1925,6.79E+02,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.88E-01,0.00E+00,0.00E+00
1926,6.78E+02,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.88E-01,0.00E+00,0.00E+00
1927,6.78E+02,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.87E-01,0.00E+00,0.00E+00
1928,6.78E+02,1.88E+03,0.00E+00,0.00E+00,1.88E+03,0.00E+00,0.00E+00,1.88E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.57E-01,0.00E+00,0.00E+00
1929,6.78E+02,1.89E+03,0.00E+00,0.00E+00,1.89E+03,0.00E+00,0.00E+00,1.89E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.56E-01,0.00E+00,0.00E+00
1930,6.77E+02,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.90E-01,0.00E+00,0.00E+00
1931,6.77E+02,1.97E+03,0.00E+00,0.00E+00,1.97E+03,0.00E+00,0.00E+00,1.97E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.77E-01,0.00E+00,0.00E+00
1932,6.77E+02,1.93E+03,0.00E+00,0.00E+00,1.93E+03,0.00E+00,0.00E+00,1.93E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.63E-01,0.00E+00,0.00E+00
1933,6.77E+02,1.92E+03,0.00E+00,0.00E+00,1.92E+03,0.00E+00,0.00E+00,1.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.63E-01,0.00E+00,0.00E+00
1934,6.76E+02,1.94E+03,0.00E+00,0.00E+00,1.94E+03,0.00E+00,0.00E+00,1.94E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.68E-01,0.00E+00,0.00E+00
1935,6.76E+02,1.94E+03,0.00E+00,0.00E+00,1.94E+03,0.00E+00,0.00E+00,1.94E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.65E-01,0.00E+00,0.00E+00
1936,6.76E+02,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.82E-01,0.00E+00,0.00E+00
1937,6.76E+02,1.93E+03,0.00E+00,0.00E+00,1.93E+03,0.00E+00,0.00E+00,1.93E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.63E-01,0.00E+00,0.00E+00
1938,6.75E+02,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.89E-01,0.00E+00,0.00E+00
1939,6.75E+02,1.91E+03,0.00E+00,0.00E+00,1.91E+03,0.00E+00,0.00E+00,1.91E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.54E-01,0.00E+00,0.00E+00
1940,6.75E+02,2.13E+03,0.00E+00,0.00E+00,2.13E+03,0.00E+00,0.00E+00,2.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.06E-01,0.00E+00,0.00E+00
1941,6.74E+02,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.82E-01,0.00E+00,0.00E+00
1942,6.74E+02,2.09E+03,0.00E+00,0.00E+00,2.09E+03,0.00E+00,0.00E+00,2.09E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.96E-01,0.00E+00,0.00E+00
1943,6.74E+02,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.73E-01,0.00E+00,0.00E+00
1944,6.74E+02,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.78E-01,0.00E+00,0.00E+00
1945,6.73E+02,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.60E-01,0.00E+00,0.00E+00
1946,6.73E+02,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,2.02E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.74E-01,0.00E+00,0.00E+00
1947,6.73E+02,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.85E-01,0.00E+00,0.00E+00
1948,6.73E+02,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.55E-01,0.00E+00,0.00E+00
1949,6.72E+02,1.96E+03,0.00E+00,0.00E+00,1.96E+03,0.00E+00,0.00E+00,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.58E-01,0.00E+00,0.00E+00
1950,6.72E+02,1.96E+03,0.00E+00,0.00E+00,1.96E+03,0.00E+00,0.00E+00,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.58E-01,0.00E+00,0.00E+00
1951,6.72E+02,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,1.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.65E-01,0.00E+00,0.00E+00
1952,6.72E+02,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,2.03E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.74E-01,0.00E+00,0.00E+00
1953,6.71E+02,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,2.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.81E-01,0.00E+00,0.00E+00
1954,6.71E+02,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,2.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.67E-01,0.00E+00,0.00E+00
1955,6.71E+02,1.91E+03,0.00E+00,0.00E+00,1.91E+03,0.00E+00,0.00E+00,1.91E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.43E-01,0.00E+00,0.00E+00
1956,6.71E+02,1.97E+03,0.00E+00,0.00E+00,1.97E+03,0.00E+00,0.00E+00,1.97E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.55E-01,0.00E+00,0.00E+00
1957,6.70E+02,1.90E+03,0.00E+00,0.00E+00,1.90E+03,0.00E+00,0.00E+00,1.90E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.38E-01,0.00E+00,0.00E+00
1958,6.70E+02,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.59E-01,0.00E+00,0.00E+00
1959,6.70E+02,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.71E-01,0.00E+00,0.00E+00
1960,6.70E+02,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.47E-01,0.00E+00,0.00E+00
